"活動ID","建立日期","平台","頻道名稱","活動標題","貼文則數","貼文類型","貼文連結","Meta post ID","留言數","留言加購","銷售額NT$"
"716665","2026-08-12","Instagram","tzgems1111","2026/08/12 祖母綠貼文","1","Reel","https://www.instagram.com/reel/Db7DZD9kacB/","18108449579039196","0","0","0"
"716664","2026-08-12","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","2026/08/12 祖母綠貼文","1","Reel","https://www.facebook.com/reel/1048861917626854/","1627804834169159_1549522387187704","0","0","0"
"716631","2026-08-12","Instagram","tzgems1111","2026/08/12貼文","1","照片","https://www.instagram.com/p/Db6_AvEjsQ4/","18162638152461701","2","0","0"
"716630","2026-08-12","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","2026/08/12貼文","1","照片","https://www.facebook.com/681888940617724/posts/1549500590523217","1627804834169159_1549500590523217","0","0","0"
"715789","2026-08-08","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","加入寵粉社群","1","Reel","https://www.facebook.com/reel/2201954847425513/","1627804834169159_1546650407474902","6","0","0"
"715788","2026-08-08","Instagram","tzgems1111","加入寵粉社群","1","Reel","https://www.instagram.com/reel/DbzUOMOTjG_/","18112111387966040","11","0","0"
"715503","2026-08-07","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","寵愛自己系列[鴿子蛋戒指系]20260807f88fb","1","Reel","https://www.facebook.com/reel/1804956704251021/","1627804834169159_1545188890954387","136","0","0"
"715501","2026-08-07","Instagram","tzgems1111","寵愛自己系列[鴿子蛋戒指系]20260807f88ig","1","Reel","https://www.instagram.com/reel/DbvIcrXsHXH/","18114528020297304","54","0","0"
"715437","2026-08-07","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","農曆七月｜平安守護能量20260807f89fb","1","Reel","https://www.facebook.com/reel/1022877957229161/","1627804834169159_1545080887631854","3","0","0"
"715435","2026-08-07","Instagram","tzgems1111","農曆七月｜平安守護能量20260807f89ig","1","Reel","https://www.instagram.com/reel/DbuzwRosmXk/","18110603846081197","107","0","0"
"715430","2026-08-07","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","彩鑽平替裸石20260807f87fb","1","Reel","https://www.facebook.com/reel/1729613631644878/","1627804834169159_1545212740952002","33","0","0"
"715427","2026-08-07","Instagram","tzgems1111","彩鑽平替裸石20260807f87ig","1","Reel","https://www.instagram.com/reel/DbvKyd6sKy4/","18420952255147563","13","0","0"
"715420","2026-08-07","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","2026新版招商代理版本(特殊關鍵字)","1","Reel","https://www.facebook.com/reel/1762963911497438/","1627804834169159_1546826414123968","0","0","0"
"715418","2026-08-07","Instagram","tzgems1111","2026新版招商代理版本(特殊關鍵字)","1","Reel","https://www.instagram.com/reel/Db0LNEryovB/","18139086532577382","6","0","0"
"715170","2026-08-06","Instagram","tzgems1111","七夕貼文","2","照片","https://www.instagram.com/p/DbsV124Gk33/
https://www.instagram.com/p/Db5I5QZjvZ5/","18013971467864188
17901071904483357","5","0","0"
"715169","2026-08-06","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","七夕貼文","2","照片","https://www.facebook.com/681888940617724/posts/1544187647721178
https://www.facebook.com/681888940617724/posts/1548793643927245","1627804834169159_1544187647721178
1627804834169159_1548793643927245","3","0","0"
"715164","2026-08-06","Instagram","tzgems1111","男士珠寶貼文","1","照片","https://www.instagram.com/p/DbsVOCVGqs1/","18323058349279467","5","0","0"
"715163","2026-08-06","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","男士珠寶貼文","1","照片","https://www.facebook.com/681888940617724/posts/1544183907721552","1627804834169159_1544183907721552","9","0","0"
"715117","2026-08-06","Facebook","","愛情的味道｜手鍊｜招桃花首選 加強版 粉色寶石20260815g26fb","0","","","","0","0","0"
"715107","2026-08-06","Facebook","","千萬翡翠套組平替系列 玉隨套組20260815g25fb","0","","","","0","0","0"
"715105","2026-08-06","Facebook","","十二星座寶石專屬指南20260815g24fb","0","","","","0","0","0"
"715103","2026-08-06","Facebook","","穿著Prada的惡魔220260813g23fb","0","","","","0","0","0"
"715100","2026-08-06","Facebook","","旺財貔貅｜發財小神獸20260813g22fb","0","","","","0","0","0"
"715098","2026-08-06","Facebook","","彩寶耳環｜特賣會20260813g21fb","0","","","","0","0","0"
"715095","2026-08-06","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","🌸風信子石&💚透輝石(裸石)20260812g20fb","1","Reel","https://www.facebook.com/reel/1540415247562136/","1627804834169159_1549627460510530","11","0","0"
"715092","2026-08-06","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","天然琥珀｜能量守護選品20260812g19fb","1","Reel","https://www.facebook.com/reel/2299954684165705/","1627804834169159_1549591557180787","3","0","0"
"715090","2026-08-06","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","幸運守護｜四葉草手鍊20260812g18fb","1","Reel","https://www.facebook.com/reel/1082628401114136/","1627804834169159_1549553503851259","0","0","0"
"715088","2026-08-06","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","風信子石|裸石20260811g17fb","1","Reel","https://www.facebook.com/reel/1242744267946566/","1627804834169159_1548648240608452","38","0","0"
"715087","2026-08-06","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","能量之王｜紫龍晶裸石20260811g16fb","1","Reel","https://www.facebook.com/reel/1571626911285025/","1627804834169159_1548606833945926","6","0","0"
"715086","2026-08-06","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","財富能量| 黃鐵礦20260811g15fb","1","Reel","https://www.facebook.com/reel/1557751202812040/","1627804834169159_1548556627284280","5","0","0"
"715083","2026-08-06","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","黑金超七｜項鏈20260810g14fb","1","Reel","https://www.facebook.com/reel/1044292405078434/","1627804834169159_1547640304042579","30","0","0"
"715082","2026-08-06","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","帝王拓帕石系列｜裸石 ｜寵粉20260810g13fb","1","Reel","https://www.facebook.com/reel/1719035979401731/","1627804834169159_1547604330712843","38","0","0"
"715079","2026-08-06","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","倫敦藍拓帕｜方枕型裸石20260810g12fb","1","Reel","https://www.facebook.com/reel/1754440799309853/","1627804834169159_1547566890716587","17","0","0"
"715076","2026-08-06","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","璀璨永恆｜祖母綠戒指20260809g11fb","1","Reel","https://www.facebook.com/reel/1782012923260936/","1627804834169159_1546721510801125","49","0","0"
"715073","2026-08-06","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","三顆一起收藏 💎 寶石套組限量放漏20260809g10fb","1","Reel","https://www.facebook.com/reel/1629333128795184/","1627804834169159_1546721597467783","12","0","0"
"715070","2026-08-06","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","自帶光芒｜手鏈｜天然歐泊20260809g09fb","1","Reel","https://www.facebook.com/reel/1747666036534190/","1627804834169159_1546721464134463","1","0","0"
"715069","2026-08-06","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","招財｜黃藍寶｜耳釘20260808g06fb","1","Reel","https://www.facebook.com/reel/873246258972246/","1627804834169159_1545837737556169","12","0","0"
"715036","2026-08-06","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","晶體通透｜閃靈流沙水膽原礦20260808g08fb","1","Reel","https://www.facebook.com/reel/1580551273858975/","1627804834169159_1545837497556193","4","0","0"
"715025","2026-08-06","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","能量水晶｜金髮晶蛋面吊墜20260808g07fb","1","Reel","https://www.facebook.com/reel/2015995239045873/","1627804834169159_1545837947556148","22","0","0"
"714577","2026-08-05","Instagram","tzgems1111","櫻花切工｜黃水晶｜裸石20260805g05ig","1","Reel","https://www.instagram.com/reel/DbpO0aZT7zV/","18124501921832236","25","0","0"
"714573","2026-08-05","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","櫻花切工｜黃水晶｜裸石20260805g05fb","1","Reel","https://www.facebook.com/reel/919056287270186/","1627804834169159_1543057161167560","50","0","0"
"713346","2026-07-31","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","天河石・粉晶・紫牙烏能量手串20260731f86fb","1","Reel","https://www.facebook.com/reel/1626645332368833/","1627804834169159_1538708088269134","204","0","0"
"713345","2026-07-31","Instagram","tzgems1111","天河石・粉晶・紫牙烏能量手串20260731f86ig","1","Reel","https://www.instagram.com/reel/DbdBrf_MKBd/","18085427501423959","86","0","0"
"713340","2026-07-31","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","寵粉系列｜18K天然真鑽戒指20260731f85fb","1","Reel","https://www.facebook.com/reel/1301153925216289/","1627804834169159_1538615794945030","92","0","0"
"713337","2026-07-31","Instagram","tzgems1111","寵粉系列｜18K天然真鑽戒指20260731f85ig","1","Reel","https://www.instagram.com/reel/Dbcx02Hscvc/","18403046314089425","62","0","0"
"713334","2026-07-31","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","玉髓葫蘆・好事成雙20260731f84fb","1","Reel","https://www.facebook.com/reel/1332747648578687/","1627804834169159_1538602848279658","18","0","0"
"713332","2026-07-31","Instagram","tzgems1111","玉髓葫蘆・好事成雙20260731f84ig","1","Reel","https://www.instagram.com/reel/Dbcu-L5s5pZ/","18546161065072677","14","0","0"
"713171","2026-07-30","Instagram","tzgems1111","聰明選擇健康加分倒官方 貼文","1","照片","https://www.instagram.com/p/DbaZt10FMqK/","17981379158874704","1","0","0"
"713170","2026-07-30","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","聰明選擇健康加分倒官方 貼文","1","照片","https://www.facebook.com/681888940617724/posts/1537768355029774","1627804834169159_1537768355029774","1","0","0"
"713159","2026-07-30","Instagram","tzgems1111","明星同款美學 貼文","1","照片","https://www.instagram.com/p/DbaWwnvGkni/","17892336789595462","1","0","0"
"713158","2026-07-30","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","明星同款美學 貼文","1","照片","https://www.facebook.com/681888940617724/posts/1537750868364856","1627804834169159_1537750868364856","2","0","0"
"713099","2026-07-30","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","消磁聚寶盆| 瑪瑙晶洞20260806g04fb","1","Reel","https://www.facebook.com/reel/4381855088739136/","1627804834169159_1544030057736937","9","0","0"
"713098","2026-07-30","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","天然胖三角綠水晶裸石20260806g03fb","1","Reel","https://www.facebook.com/reel/4426706790922040/","1627804834169159_1543994167740526","7","0","0"
"713093","2026-07-30","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","輕寶石｜石榴石｜S925銀｜手鏈20260806g02fb","1","Reel","https://www.facebook.com/reel/1819628422359320/","1627804834169159_1543956814410928","0","0","0"
"713085","2026-07-30","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","祖母綠經典婚戒20260805g01fb","1","Reel","https://www.facebook.com/reel/1365569071620386/","1627804834169159_1543094807830462","30","0","0"
"713083","2026-07-30","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","16石💎寵粉戒指💎20260805g99fb","1","Reel","https://www.facebook.com/reel/1359041772386027/","1627804834169159_1543057084500901","0","0","0"
"713076","2026-07-30","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","海岸微光｜天然淡水珍珠套組20260805g98fb","1","Reel","https://www.facebook.com/reel/1782565966243822/","1627804834169159_1543016514504958","0","0","0"
"713073","2026-07-30","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","能量盾牌｜彩虹黑曜岩手串20260804g97fb","1","Reel","https://www.facebook.com/reel/983626358057548/","1627804834169159_1542165444590065","32","0","0"
"713071","2026-07-30","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","彩寶｜雙石戒指20260804g96fb","1","Reel","https://www.facebook.com/reel/1575205557291223/","1627804834169159_1542123821260894","0","0","0"
"713069","2026-07-30","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","星輝骨幹｜貔貅20260804g95fb","1","Reel","https://www.facebook.com/reel/1566763271472821/","1627804834169159_1542086021264674","13","0","0"
"713066","2026-07-30","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","祖母綠平替｜透輝石｜吊墜20260803g94fb","1","Reel","https://www.facebook.com/reel/1549404673350783/","1627804834169159_1541219408018002","27","0","0"
"713060","2026-07-30","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","蕭邦同款｜彩寶可開關寶盒20260803g93fb","1","Reel","https://www.facebook.com/reel/2077944772798075/","1627804834169159_1541183914688218","1","0","0"
"713041","2026-07-30","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","30分天然鑽石 × 18K金20260803g92fb","1","Reel","https://www.facebook.com/reel/1034969009421384/","1627804834169159_1541148351358441","1","0","0"
"713038","2026-07-30","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","30分黃鑽耳環&花若盛開蝴蝶墜飾(預購)20260802g91fb","1","Reel","https://www.facebook.com/reel/1554509006405960/","1627804834169159_1540282491445027","16","0","0"
"713036","2026-07-30","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","阿富汗碧璽 3選一20260802g90fb","1","Reel","https://www.facebook.com/reel/1345520524318966/","1627804834169159_1540282381445038","1","0","0"
"713034","2026-07-30","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","限時寵粉-招財黃水晶20260802g89fb","1","Reel","https://www.facebook.com/reel/1047547454934740/","1627804834169159_1540282094778400","101","0","0"
"713031","2026-07-30","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","奧勒岡太陽石20260801g88fb","1","Reel","https://www.facebook.com/reel/1760528501744490/","1627804834169159_1539373051535971","22","0","0"
"713030","2026-07-30","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","寵粉閨蜜藍色托帕石戒指20260801g87fb","1","Reel","https://www.facebook.com/reel/4662003177361421/","1627804834169159_1539373308202612","0","0","0"
"713029","2026-07-30","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","時來運轉 Turning Point20260801g86fb","1","Reel","https://www.facebook.com/reel/2125235651374684/","1627804834169159_1539373504869259","39","0","0"
"713021","2026-07-30","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","2026新版招商代理版本","3","Reel","https://www.facebook.com/reel/1754814962222943/
https://www.facebook.com/reel/1211633841120155/
https://www.facebook.com/reel/4549996771946642/","1627804834169159_1540504814756128
1627804834169159_1546051617534781
1627804834169159_1548519377288005","6","0","0"
"713020","2026-07-30","Instagram","tzgems1111","2026新版招商代理版本","3","Reel","https://www.instagram.com/reel/DbiJntfB6-N/
https://www.instagram.com/reel/DbxmXLlhKPS/
https://www.instagram.com/reel/Db4dxxxSpsN/","17859443058676008
18110021471319016
18097516478215237","12","0","0"
"713015","2026-07-30","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","20260705每天得罪一個品牌，卡地亞","1","Reel","https://www.facebook.com/reel/1698370344727435/","1627804834169159_1537466608393282","5","0","0"
"713014","2026-07-30","Instagram","tzgems1111","20260705每天得罪一個品牌，卡地亞","1","Reel","https://www.instagram.com/reel/DbZkUrJsAeI/","18109801276974963","21","0","0"
"712782","2026-07-29","Instagram","tzgems1111","坦桑石吊墜","1","照片","https://www.instagram.com/p/DbYAm_-oO2x/","18108362615108843","2","0","0"
"712780","2026-07-29","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","坦桑石吊墜","1","照片","https://www.facebook.com/681888940617724/posts/1536895968450346","1627804834169159_1536895968450346","19","0","0"
"712336","2026-07-28","Facebook","","POST 2026/07/28 18:48","0","","","","0","0","0"
"712255","2026-07-28","Instagram","tzgems1111","加入官方line 貼文","1","照片","https://www.instagram.com/p/DbU-8kFGtSJ/","17875048938534408","0","0","0"
"712254","2026-07-28","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","加入官方line 貼文","1","照片","https://www.facebook.com/681888940617724/posts/1535778408562102","1627804834169159_1535778408562102","0","0","0"
"712251","2026-07-28","Instagram","tzgems1111","貓型水晶貼文","1","照片","https://www.instagram.com/p/DbU8iNCGvvm/","17909324634445365","0","0","0"
"712250","2026-07-28","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","貓型水晶貼文","1","照片","https://www.facebook.com/681888940617724/posts/1535757935230816","1627804834169159_1535757935230816","2","0","0"
"712202","2026-07-28","Instagram","tzgems1111","父親節導購 貼文","1","照片","https://www.instagram.com/p/DbUmHwbGuVA/","18074697917375665","1","0","0"
"712201","2026-07-28","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","父親節導購 貼文","1","照片","https://www.facebook.com/681888940617724/posts/1535646048575338","1627804834169159_1535646048575338","0","0","0"
"712191","2026-07-28","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","國際證書｜9.06克拉 無燒克什米爾矢車菊藍寶石20260728f83fb","1","Reel","https://www.facebook.com/reel/2281290759375416/","1627804834169159_1535657715240838","0","0","0"
"712190","2026-07-28","Instagram","tzgems1111","國際證書｜9.06克拉 無燒克什米爾矢車菊藍寶石20260728f83ig","1","Reel","https://www.instagram.com/reel/DbUocM_hrBt/","18342585832222373","0","0","0"
"712043","2026-07-27","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","父親節限定20260731f82fb","1","Reel","https://www.facebook.com/reel/2301277927298425/","1627804834169159_1534996878640255","41","0","0"
"712037","2026-07-27","Instagram","tzgems1111","父親節限定20260731f82ig","1","Reel","https://www.instagram.com/reel/DbSyPTNsRS0/","18235710301314095","49","0","0"
"711929","2026-07-27","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","天然變彩白歐泊20260730g85fb","1","Reel","https://www.facebook.com/reel/1401992788518136/","1627804834169159_1537578875048722","0","0","0"
"711928","2026-07-27","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","月影秘語｜灰月光拉長石牌子20260730g84fb","1","Reel","https://www.facebook.com/reel/1031318376537831/","1627804834169159_1537543961718880","2","0","0"
"711926","2026-07-27","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","百萬玻璃種翡翠平替｜水沫子平安扣20260730g83fb","1","Reel","https://www.facebook.com/reel/1231083499110972/","1627804834169159_1537504038389539","0","0","0"
"711924","2026-07-27","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","阿斯切｜薰衣草水晶裸石20260729g82fb","1","Reel","https://www.facebook.com/reel/1106850288471172/","1627804834169159_1536642681809008","32","0","0"
"711921","2026-07-27","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","伊莎·安巴妮致敬款｜豪華珠寶套組20260729g81fb","1","Reel","https://www.facebook.com/reel/1985663415424329/","1627804834169159_1536604285146181","6","0","0"
"711918","2026-07-27","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","馬上有錢｜祖母綠吊墜20260729g80fb","1","Reel","https://www.facebook.com/reel/3566744130130860/","1627804834169159_1536562425150367","0","0","0"
"711914","2026-07-27","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","高質感｜粉色寶石系列20260728g79fb","1","Reel","https://www.facebook.com/reel/1482489250583310/","1627804834169159_1535690308570912","6","0","0"
"711906","2026-07-27","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","限時寵粉-玉髓20260728g78fb","1","Reel","https://www.facebook.com/reel/1676169997014113/","1627804834169159_1535657608574182","3","0","0"
"711456","2026-07-25","Instagram","tzgems1111","20260725招商(IG1111)","2","Reel","https://www.instagram.com/reel/DbMsWeDjSKL/
https://www.instagram.com/reel/DbVTwRWMXib/","18118271494869540
18098102966592863","33","0","0"
"711304","2026-07-24","Instagram","tzgems1111","黃鑽平替｜雷帝恩切工莫桑鑽耳針","1","照片","https://www.instagram.com/p/DbLAHMJnV-U/","18109233248471450","0","0","0"
"711291","2026-07-24","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","黃鑽平替｜雷帝恩切工莫桑鑽耳針","2","照片","https://www.facebook.com/681888940617724/posts/1532424865564123
https://www.facebook.com/681888940617724/posts/1532435722229704","1627804834169159_1532424865564123
1627804834169159_1532435722229704","1","0","0"
"711277","2026-07-24","Instagram","tzgems1111","感謝卡 貼文","1","照片","https://www.instagram.com/p/DbK6mJ2GorR/","18083166236241508","0","0","0"
"711276","2026-07-24","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","感謝卡 貼文","1","照片","https://www.facebook.com/681888940617724/posts/1532395895567020","1627804834169159_1532395895567020","1","0","0"
"711217","2026-07-24","Instagram","tzgems1111","貓形天然水晶裸石20260724f81ig","1","Reel","https://www.instagram.com/reel/DbLHPXzkkCY/","18110121883966521","159","0","0"
"711206","2026-07-24","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","88父親節限定｜天然能量手鍊","1","Reel","https://www.facebook.com/reel/2179434049620158/","1627804834169159_1532415618898381","8","0","0"
"711200","2026-07-24","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","貓形天然水晶裸石20260724f81fb","1","Reel","https://www.facebook.com/reel/2196115477619704/","1627804834169159_1532464845560125","95","0","0"
"711198","2026-07-24","Instagram","tzgems1111","88父親節限定｜天然能量手鍊20260724f80ig","1","Reel","https://www.instagram.com/reel/DbK-fe-DB08/","17929859775371723","18","0","0"
"711195","2026-07-24","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","無燒紅寶石系列20260724f79fb","1","Reel","https://www.facebook.com/reel/1026113740202327/","1627804834169159_1532380365568573","31","0","0"
"711152","2026-07-24","Instagram","tzgems1111","無燒紅寶石系列20260724f79ig","1","Reel","https://www.instagram.com/reel/DbK3q_rFPNo/","18086849975215789","11","0","0"
"710527","2026-07-22","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","塔級｜粉尖晶20260728g77fb","1","Reel","https://www.facebook.com/reel/2255827625237505/","1627804834169159_1535622288577714","6","0","0"
"710505","2026-07-22","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","極光紫韻｜珍珠項鍊20260727g76fb","1","Reel","https://www.facebook.com/reel/1065944365955630/","1627804834169159_1534780145328595","3","0","0"
