"活動ID","建立日期","平台","頻道名稱","活動標題","貼文則數","貼文類型","貼文連結","Meta post ID","留言數","留言加購","銷售額NT$"
"699282","2026-06-17","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","天然鑽石 項鍊、耳釘｜限量寵粉優惠款 貼文","2","照片","https://www.facebook.com/681888940617724/posts/1499347472205196
https://www.facebook.com/681888940617724/posts/1507637501376193","1627804834169159_1499347472205196
1627804834169159_1507637501376193","4","0","0"
"699279","2026-06-17","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","限時寵粉-招財黃水晶20260630g05fb","1","Reel","https://www.facebook.com/reel/3536392376523107/","1627804834169159_1510982261041717","172","0","0"
"699278","2026-06-17","Instagram","tzgems666","限時寵粉-招財黃水晶20260630g05ig","1","Reel","https://www.instagram.com/reel/DaRrxHKTMq1/","17934820260335481","34","0","0"
"699276","2026-06-17","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","極光紫韻｜珍珠項鍊20260629g04fb","1","Reel","https://www.facebook.com/reel/1698728924605586/","1627804834169159_1510133501126593","14","0","0"
"699274","2026-06-17","Instagram","tzgems666","極光紫韻｜珍珠項鍊20260629g04ig","1","Reel","https://www.instagram.com/reel/Daejy6pzizf/","17896015521356329","5","0","0"
"699271","2026-06-17","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","剔透純淨｜天空藍拓帕石20260629g03fb","1","Reel","https://www.facebook.com/reel/1045672924799983/","1627804834169159_1510098581130085","123","0","0"
"699270","2026-06-17","Instagram","","剔透純淨｜天空藍拓帕石20260629g03ig","0","","","","0","0","0"
"699267","2026-06-17","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","爆款彩色｜尖晶石20260629g02fb","1","Reel","https://www.facebook.com/reel/2023808951562233/","1627804834169159_1510060671133876","26","0","0"
"699265","2026-06-17","Instagram","tzgems666","爆款彩色｜尖晶石20260629g02ig","2","Reel","https://www.instagram.com/reel/DaHYjdHTU9T/
https://www.instagram.com/reel/Dab-_zezaVI/","18126134959640453
18106989700994466","0","0","0"
"699244","2026-06-17","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","璀璨永恆｜祖母綠戒指20260628g01fb","1","Reel","https://www.facebook.com/reel/2357599091436080/","1627804834169159_1509208517885758","99","0","0"
"699242","2026-06-17","Instagram","tzgems666","璀璨永恆｜祖母綠戒指20260628g01ig","1","Reel","https://www.instagram.com/reel/DaPHBpWTo5z/","18117006055874010","15","0","0"
"699237","2026-06-17","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","招財之石｜金運石吊墜20260628g99fb","1","Reel","https://www.facebook.com/reel/1955045165195354/","1627804834169159_1509208574552419","65","0","0"
"699236","2026-06-17","Instagram","tzgems666","招財之石｜金運石吊墜20260628g99ig","1","Reel","https://www.instagram.com/reel/DaMiJ8pT9Ht/","18099654784920279","11","0","0"
"699234","2026-06-17","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","招財｜黃藍寶｜耳釘20260628g98fb","1","Reel","https://www.facebook.com/reel/1060106586578814/","1627804834169159_1509208804552396","65","0","0"
"699233","2026-06-17","Instagram","tzgems666","招財｜黃藍寶｜耳釘20260628g98ig","1","Reel","https://www.instagram.com/reel/DaJ9b5fTYL7/","17959366802964681","9","0","0"
"699232","2026-06-17","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","馬上有錢｜祖母綠吊墜20260627g97fb","1","Reel","https://www.facebook.com/reel/3863472737122606/","1627804834169159_1508317284641548","0","0","0"
"699230","2026-06-17","Instagram","tzgems666","馬上有錢｜祖母綠吊墜20260627g97ig","1","Reel","https://www.instagram.com/reel/DaW1UDHTIQ2/","17888365965589551","1","0","0"
"699228","2026-06-17","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","五種綠色寶石(沙佛萊、祖母綠、綠鑽、綠藍寶、綠碧璽)20260627g96fb","1","Reel","https://www.facebook.com/reel/995919423197559/","1627804834169159_1508317244641552","45","0","0"
"699227","2026-06-17","Instagram","tzgems666","五種綠色寶石(沙佛萊、祖母綠、綠鑽、綠藍寶、綠碧璽)20260627g96ig","2","Reel","https://www.instagram.com/reel/DaZaHJpTf4z/
https://www.instagram.com/reel/DaZaKg1z5Dq/","18107426926883993
18108896812785194","8","0","0"
"699224","2026-06-17","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","幸運守護｜四葉草手鍊20260627g95fb","1","Reel","https://www.facebook.com/reel/1553199459591671/","1627804834169159_1508317117974898","88","0","0"
"699219","2026-06-17","Instagram","","幸運守護｜四葉草手鍊20260627g95ig","0","","","","0","0","0"
"698575","2026-06-15","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","紅碧璽 × Lagoon 碧璽20260625g94fb","1","Reel","https://www.facebook.com/reel/1457727169405937/","1627804834169159_1506546691485274","5","0","0"
"698572","2026-06-15","Instagram","","紅碧璽 × Lagoon 碧璽20260625g94ig","0","","","","0","0","0"
"698567","2026-06-15","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","晶體通透｜閃靈流沙水膽原礦20260625g93fb","1","Reel","https://www.facebook.com/reel/3368986833309341/","1627804834169159_1506511428155467","18","0","0"
"698565","2026-06-15","Instagram","","晶體通透｜閃靈流沙水膽原礦20260625g93ig","0","","","","0","0","0"
"698558","2026-06-15","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","風信子石|裸石20260625g92fb","1","Reel","https://www.facebook.com/reel/1988242085156201/","1627804834169159_1506470494826227","145","0","0"
"698557","2026-06-15","Instagram","tzgems666","風信子石|裸石20260625g92ig","1","Reel","https://www.instagram.com/reel/DaEz0QXzUjs/","18047676800795742","16","0","0"
"698550","2026-06-15","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","祖母綠平替｜透輝石｜吊墜20260624g91fb","1","Reel","https://www.facebook.com/reel/1944623546219116/","1627804834169159_1505608698245740","36","0","0"
"698547","2026-06-15","Instagram","tzgems666","祖母綠平替｜透輝石｜吊墜20260624g91ig","1","Reel","https://www.instagram.com/reel/DZ_qPTCzyww/","18202597426359939","9","0","0"
"698542","2026-06-15","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","能量之王｜紫龍晶裸石20260624g90fb","1","Reel","https://www.facebook.com/reel/1414561360603818/","1627804834169159_1505573978249212","13","0","0"
"698541","2026-06-15","Instagram","","能量之王｜紫龍晶裸石20260624g90ig","0","","","","0","0","0"
"698537","2026-06-15","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","天然海紋石｜吊墜20260624g89fb","1","Reel","https://www.facebook.com/reel/1019373677509563/","1627804834169159_1505528944920382","13","0","0"
"698534","2026-06-15","Instagram","","天然海紋石｜吊墜20260624g89ig","0","","","","0","0","0"
"698531","2026-06-15","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","30分黃鑽耳環&花若盛開蝴蝶墜飾(預購)20260623g88fb","1","Reel","https://www.facebook.com/reel/1002707842375640/","1627804834169159_1504680618338548","65","0","0"
"698529","2026-06-15","Instagram","tzgems666","30分黃鑽耳環&花若盛開蝴蝶墜飾(預購)20260623g88ig","1","Reel","https://www.instagram.com/reel/DZ9FbCCzhcv/","18066234008446102","6","0","0"
"698525","2026-06-15","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","限量盲盒 · 蓮花色雙寶🌸20260623g87fb","1","Reel","https://www.facebook.com/reel/2260826367789759/","1627804834169159_1504646761675267","18","18","0"
"698524","2026-06-15","Instagram","tzgems666","限量盲盒 · 蓮花色雙寶🌸20260623g87ig","1","Reel","https://www.instagram.com/reel/DZ6gkt-TBVg/","17903188062449601","5","4","0"
"698514","2026-06-15","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","財富能量| 黃鐵礦20260623g86fb","1","Reel","https://www.facebook.com/reel/2048725602389739/","1627804834169159_1504610578345552","10","0","0"
"698513","2026-06-15","Instagram","","財富能量| 黃鐵礦20260623g86ig","0","","","","0","0","0"
"698511","2026-06-15","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","天然寶石｜祖母綠系列20260622g85fb","1","Reel","https://www.facebook.com/reel/2770713376632677/","1627804834169159_1503786161761327","43","0","0"
"698510","2026-06-15","Instagram","tzgems666","天然寶石｜祖母綠系列20260622g85ig","1","Reel","https://www.instagram.com/reel/DZ4CozmTKxI/","18108262361291690","7","0","0"
"698490","2026-06-15","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","塔級｜粉尖晶20260622g84fb","1","Reel","https://www.facebook.com/reel/27347899508201611/","1627804834169159_1503751015098175","34","0","0"
"698489","2026-06-15","Instagram","tzgems666","塔級｜粉尖晶20260622g84ig","1","Reel","https://www.instagram.com/reel/DZ370JjTUG7/","18066528449514973","15","0","0"
"698483","2026-06-15","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","貴族之石｜粉紅碧璽20260622g83fb","1","Reel","https://www.facebook.com/reel/4532926740259856/","1627804834169159_1503713358435274","20","0","0"
"698479","2026-06-15","Instagram","tzgems666","貴族之石｜粉紅碧璽20260622g83ig","1","Reel","https://www.instagram.com/reel/DZ308RFz6aJ/","18112719373919548","6","0","0"
"698477","2026-06-15","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","星輝骨幹｜貔貅｜職場開掛20260621g82fb","1","Reel","https://www.facebook.com/reel/1009980858098992/","1627804834169159_1502851388521471","70","0","0"
"698475","2026-06-15","Instagram","tzgems666","星輝骨幹｜貔貅｜職場開掛20260621g82ig","1","Reel","https://www.instagram.com/reel/DZ1XFBZTPWF/","18181009723392274","0","0","0"
"698468","2026-06-15","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","黑金超七｜項鏈（星輝骨幹）20260621g81fb","1","Reel","https://www.facebook.com/reel/1336051131225133/","1627804834169159_1502851548521455","64","0","0"
"698467","2026-06-15","Instagram","tzgems666","黑金超七｜項鏈（星輝骨幹）20260621g81ig","1","Reel","https://www.instagram.com/reel/DZ1XC6Zz5hY/","18004264487949195","14","0","0"
"698464","2026-06-15","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","帝王拓帕石系列｜裸石 ｜寵粉20260621g80fb","1","Reel","https://www.facebook.com/reel/1031837696060898/","1627804834169159_1502851148521495","64","0","0"
"698463","2026-06-15","Instagram","tzgems666","帝王拓帕石系列｜裸石 ｜寵粉20260621g80ig","1","Reel","https://www.instagram.com/reel/DZ1XDJhzpXy/","17928312600347390","0","0","0"
"698461","2026-06-15","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","斑彩菊石｜吊墜｜寵粉20260620g79fb","1","Reel","https://www.facebook.com/reel/1990969465112574/","1627804834169159_1501975258609084","2","0","0"
"698457","2026-06-15","Instagram","tzgems666","斑彩菊石｜吊墜｜寵粉20260620g79ig","1","Reel","https://www.instagram.com/reel/DZyyRXoTAgs/","17871937866534848","0","0","0"
"698453","2026-06-15","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","蕭邦同款｜彩寶可開關寶盒｜吊墜20260620g78fb","1","Reel","https://www.facebook.com/reel/1324462149202677/","1627804834169159_1501975468609063","3","0","0"
"698446","2026-06-15","Instagram","tzgems666","蕭邦同款｜彩寶可開關寶盒｜吊墜20260620g78ig","1","Reel","https://www.instagram.com/reel/DZyyR5QzB7c/","18457262671119958","0","0","0"
"698440","2026-06-15","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","紫黃晶｜裸石20260620g77fb","1","Reel","https://www.facebook.com/reel/1410836900866004/","1627804834169159_1501975351942408","76","0","0"
"698438","2026-06-15","Instagram","tzgems666","紫黃晶｜裸石20260620g77ig","1","Reel","https://www.instagram.com/reel/DZyyM5oT11I/","18080973638636262","1","0","0"
"698434","2026-06-15","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","一路滿賺 / 高級感拉滿 18k墨桑 銀河之星手鏈20260619g76fb","1","Reel","https://www.facebook.com/reel/2868914953453092/","1627804834169159_1501062708700339","0","0","0"
"698432","2026-06-15","Instagram","tzgems666","一路滿賺 / 高級感拉滿 18k墨桑 銀河之星手鏈20260619g76ig","1","Reel","https://www.instagram.com/reel/DZwNZZhTHyw/","17900188974460096","1","0","0"
"698430","2026-06-15","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","倫敦藍拓帕｜方枕型裸石20260619g75fb","1","Reel","https://www.facebook.com/reel/3639153819566298/","1627804834169159_1501062698700340","64","0","0"
"698429","2026-06-15","Instagram","tzgems666","倫敦藍拓帕｜方枕型裸石20260619g75ig","1","Reel","https://www.instagram.com/reel/DZwNbI7TPmU/","18131235415610506","3","0","0"
"698427","2026-06-15","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","彩寶｜雙石戒指20260619g74fb","1","Reel","https://www.facebook.com/reel/1013919971132170/","1627804834169159_1501062898700320","2","0","0"
"698426","2026-06-15","Instagram","tzgems666","彩寶｜雙石戒指20260619g74ig","1","Reel","https://www.instagram.com/reel/DZwNeXEz_RY/","18132898894586358","0","0","0"
"698425","2026-06-15","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","橄欖石黑碧璽｜裸石20260617g73fb","1","Reel","https://www.facebook.com/reel/4086433124981861/","1627804834169159_1499314368875173","30","0","0"
"698422","2026-06-15","Instagram","tzgems666","橄欖石黑碧璽｜裸石20260617g73ig","1","Reel","https://www.instagram.com/reel/DZrKq-RTyIS/","17931238914300894","10","0","0"
"698420","2026-06-15","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","穩定溫和磁場｜天然鉍晶體20260617g72fb","1","Reel","https://www.facebook.com/reel/1526278689047075/","1627804834169159_1499279092212034","92","0","0"
"698419","2026-06-15","Instagram","tzgems666","穩定溫和磁場｜天然鉍晶體20260617g72ig","1","Reel","https://www.instagram.com/reel/DZrD2Y4T_O6/","18129315919613257","15","0","0"
"698416","2026-06-15","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","招財旺事業｜平步青雲&綠幽靈｜手串20260617g71fb","1","Reel","https://www.facebook.com/reel/2231405297701967/","1627804834169159_1499240878882522","6","0","0"
"698415","2026-06-15","Instagram","tzgems666","招財旺事業｜平步青雲&綠幽靈｜手串20260617g71ig","1","Reel","https://www.instagram.com/reel/DZq89otzrB_/","17880362817457453","0","0","0"
"698397","2026-06-15","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","自帶光芒｜手鏈｜天然歐泊20260616g70fb","1","Reel","https://www.facebook.com/reel/1556732512784571/","1627804834169159_1498420612297882","7","0","0"
"698396","2026-06-15","Instagram","tzgems666","自帶光芒｜手鏈｜天然歐泊20260616g70ig","1","Reel","https://www.instagram.com/reel/DZol9Joz4Lc/","17894360859525620","0","0","0"
"698390","2026-06-15","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","能量盾牌｜彩虹黑曜岩手串20260616g69fb","1","Reel","https://www.facebook.com/reel/1323333340007788/","1627804834169159_1498386422301301","80","0","0"
"698389","2026-06-15","Instagram","tzgems666","能量盾牌｜彩虹黑曜岩手串20260616g69ig","1","Reel","https://www.instagram.com/reel/DZofAopzklO/","18470234422101963","0","0","0"
"698388","2026-06-15","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","12星座守護寶石20260616g68fb","1","Reel","https://www.facebook.com/reel/2472022173283664/","1627804834169159_1498348852305058","65","0","0"
"698387","2026-06-15","Instagram","tzgems666","12星座守護寶石20260616g68ig","1","Reel","https://www.instagram.com/reel/DZoYM2hTEsx/","18082012640186243","9","0","0"
"697789","2026-06-12","Instagram","tzgems666","異象貼文","1","照片","https://www.instagram.com/p/DZezp-pmhfc/","17916611580392680","0","0","0"
"697788","2026-06-12","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","異象貼文","1","照片","https://www.facebook.com/681888940617724/posts/1494992459307364","1627804834169159_1494992459307364","27","0","0"
"697701","2026-06-12","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","異象水晶20260612f62fb","1","Reel","https://www.facebook.com/reel/1746525469923147/","1627804834169159_1494961849310425","15","0","0"
"697699","2026-06-12","Instagram","tzgems666","異象水晶20260612f62ig","1","Reel","https://www.instagram.com/reel/DZeuNJYTBUg/","18071941940488134","0","0","0"
"697654","2026-06-12","Instagram","tzgems666","2026/06/12橄欖石黑碧璽｜裸石","1","照片","https://www.instagram.com/p/DZeLQV8mqNI/","18052086740759367","5","0","0"
"697653","2026-06-12","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","2026/06/12橄欖石黑碧璽｜裸石","1","照片","https://www.facebook.com/681888940617724/posts/1494772232662720","1627804834169159_1494772232662720","159","0","0"
"697647","2026-06-12","Instagram","tzgems666","2026/06/12大克拉｜瑞士藍托帕石 貼文","1","照片","https://www.instagram.com/p/DZeKSwJGnsd/","17994936011982381","20","0","0"
"697646","2026-06-12","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","2026/06/12大克拉｜瑞士藍托帕石貼文","1","照片","https://www.facebook.com/681888940617724/posts/1494767829329827","1627804834169159_1494767829329827","315","0","0"
"697643","2026-06-12","Instagram","tzgems666","鴿子蛋｜天然薰衣草水晶裸石 貼文","1","照片","https://www.instagram.com/p/DZeHgupmnBM/","18091843340013361","0","0","0"
"697642","2026-06-12","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","鴿子蛋｜天然薰衣草水晶裸石 貼文","1","照片","https://www.facebook.com/681888940617724/posts/1494753575997919","1627804834169159_1494753575997919","8","0","0"
"697493","2026-06-11","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","強光白亮｜天然淡水珍珠套組20260615g67fb","1","Reel","https://www.facebook.com/reel/27124366640549285/","1627804834169159_1497534639053146","1","0","0"
"697492","2026-06-11","Instagram","tzgems666","強光白亮｜天然淡水珍珠套組20260615g67ig","1","Reel","https://www.instagram.com/reel/DZmBHHXzQjo/","17870609076653219","0","0","0"
"697483","2026-06-11","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","CP值最高小資首選｜莫桑鑽(水藍)戒指20260615g66fb","1","Reel","https://www.facebook.com/reel/999878853016408/","1627804834169159_1497497139056896","16","0","0"
"697482","2026-06-11","Instagram","tzgems666","CP值最高小資首選｜莫桑鑽(水藍)戒指20260615g66ig","1","Reel","https://www.instagram.com/reel/DZl6TFLTF2o/","18083030852173481","3","0","0"
"697457","2026-06-11","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","祖母綠經典婚戒・璀璨永恆的承諾20260615g65fb","1","Reel","https://www.facebook.com/reel/1016309034240055/","1627804834169159_1497459685727308","92","0","0"
"697455","2026-06-11","Instagram","tzgems666","祖母綠經典婚戒・璀璨永恆的承諾20260615g65ig","1","Reel","https://www.instagram.com/reel/DZnFzC0THqv/","17929705749343904","14","0","0"
"697447","2026-06-11","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","橄欖石黑碧璽｜裸石20260612f61fb","1","Reel","https://www.facebook.com/reel/2097307288334193/","1627804834169159_1494883835984893","4","0","0"
"697445","2026-06-11","Instagram","tzgems666","橄欖石黑碧璽｜裸石20260612f61ig","1","Reel","https://www.instagram.com/reel/DZegeo_T4A4/","17869229028548313","1","0","0"
"697436","2026-06-11","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","鴿子蛋｜天然薰衣草水晶裸石20260612f60fb","1","Reel","https://www.facebook.com/reel/1625327508544234/","1627804834169159_1494775465995730","18","0","0"
"697435","2026-06-11","Instagram","tzgems666","鴿子蛋｜天然薰衣草水晶裸石20260612f60ig","1","Reel","https://www.instagram.com/reel/DZeL4bFTsCJ/","18140617960471284","6","0","0"
"697003","2026-06-10","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","珠寶等級紫水晶限量登場！20260614g64fb","1","Reel","https://www.facebook.com/reel/989940000696609/","1627804834169159_1496595659147044","1","0","0"
"697001","2026-06-10","Instagram","tzgems666","珠寶等級紫水晶限量登場！20260614g64ig","1","Reel","https://www.instagram.com/reel/DZjVcfDzwyx/","18099448949143105","1","0","0"
"696997","2026-06-10","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","夢幻海龜項鍊!來了20260614g63fb","1","Reel","https://www.facebook.com/reel/1012313517927817/","1627804834169159_1496595442480399","14","0","0"
"696995","2026-06-10","Instagram","tzgems666","夢幻海龜項鍊!來了20260614g63ig","1","Reel","https://www.instagram.com/reel/DZjVav_TM6L/","18121431391662245","0","0","0"
"696980","2026-06-10","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","寵粉訂製 招財貓頭鷹20260614g62fb","1","Reel","https://www.facebook.com/reel/1035213312366351/","1627804834169159_1496595032480440","17","0","0"
"696979","2026-06-10","Instagram","tzgems666","寵粉訂製 招財貓頭鷹20260614g62ig","1","Reel","https://www.instagram.com/reel/DZjVdNATnVJ/","18092666447017035","2","0","0"
"696978","2026-06-10","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","五行不夠，首飾來湊20260613g61fb","1","Reel","https://www.facebook.com/reel/970997802233861/","1627804834169159_1495692169237393","46","0","0"
"696975","2026-06-10","Instagram","tzgems666","五行不夠，首飾來湊20260613g61ig","1","Reel","https://www.instagram.com/reel/DZgwoJ4zwwp/","18107487409983386","1","0","0"
"696970","2026-06-10","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","30分天然鑽石 × 18K金｜獻給最愛的她20260613g60fb","1","Reel","https://www.facebook.com/reel/1694324712482279/","1627804834169159_1495692155904061","29","0","0"
"696969","2026-06-10","Instagram","tzgems666","30分天然鑽石 × 18K金｜獻給最愛的她20260613g60ig","1","Reel","https://www.instagram.com/reel/DZgwqwCzK-E/","18039493799644728","9","0","0"
"696967","2026-06-10","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","天然琥珀｜能量守護選品20260613g59fb","1","Reel","https://www.facebook.com/reel/1922200651769425/","1627804834169159_1495692082570735","86","0","0"
"696966","2026-06-10","Instagram","tzgems666","天然琥珀｜能量守護選品20260613g59ig","1","Reel","https://www.instagram.com/reel/DZgwqICzNdJ/","18106002100967931","1","0","0"
"696609","2026-06-09","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","30分天然鑽石 × 18K金｜獻給最愛的她20260611g58fb","1","Reel","https://www.facebook.com/reel/1284423060346980/","1627804834169159_1493880402751903","0","0","0"
"696607","2026-06-09","Instagram","tzgems666","30分天然鑽石 × 18K金｜獻給最愛的她20260611g58ig","1","Reel","https://www.instagram.com/reel/DZbt7nMBpOx/","18094836320264414","1","0","0"
"696603","2026-06-09","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","天選三石｜一生守護20260611g57fb","1","Reel","https://www.facebook.com/reel/1774537367043518/","1627804834169159_1493842949422315","45","0","0"
"696602","2026-06-09","Instagram","tzgems666","天選三石｜一生守護20260611g57ig","1","Reel","https://www.instagram.com/reel/DZbnFsShNuT/","17877765639656246","10","0","0"
"696598","2026-06-09","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","小資珠寶 寵粉EP.1 心型托帕石20260611g56fb","1","Reel","https://www.facebook.com/reel/1501539891004049/","1627804834169159_1493798609426749","17","0","0"
"696596","2026-06-09","Instagram","tzgems666","小資珠寶 寵粉EP.1 心型托帕石20260611g56ig","1","Reel","https://www.instagram.com/reel/DZbgOCnTJk8/","18087048884455046","0","0","0"
